comment,sentiment,category,rating
"Barang berkualitas, recommended",positive,short_vague,5
Packaging excellent,positive,short_vague,5
"Pelayanan recommended, puas",positive,short_vague,5
"Design bagus, recommended",positive,short_vague,5
Produk recommended,positive,short_vague,5
bagus sekali Packagingnya,positive,short_vague,5
Puas dengan Produk yang premium,positive,short_vague,5
Seller sangat mantap,positive,short_vague,5
"Pelayanan top, mantap",positive,short_vague,5
Produk bagus,positive,short_vague,5
Kualitas parah banget,negative,short_vague,1
Kecewa dengan Kualitas yang cacat,negative,short_vague,1
"Packaging jelek, rugi",negative,short_vague,1
Produk sangat zonk,negative,short_vague,1
Material sangat ga worth it,negative,short_vague,1
Design sangat ga worth it,negative,short_vague,1
"Pengiriman disappointing, rugi",negative,short_vague,1
Seller ga worth it banget,negative,short_vague,1
ga worth it sekali Produknya,negative,short_vague,1
Pengiriman cacat,negative,short_vague,1
Packaging sangat zonk,negative,short_vague,1
Kecewa dengan Seller yang jelek,negative,short_vague,1
zonk sekali Packagingnya,negative,short_vague,1
Produk rusak banget,negative,short_vague,1
Material cacat banget,negative,short_vague,1
"Produk cacat, rugi",negative,short_vague,1
Seller zonk banget,negative,short_vague,1
Kecewa dengan Barang yang mengecewakan,negative,short_vague,1
Seller jelek,negative,short_vague,1
Packaging disappointing banget,negative,short_vague,1
Kecewa dengan Material yang rusak,negative,short_vague,1
Design jelek,negative,short_vague,1
"Pelayanan parah, rugi",negative,short_vague,1
"Produk jelek, zonk",negative,short_vague,1
Kecewa dengan Material yang zonk,negative,short_vague,1
Design sangat jelek,negative,short_vague,1
Barang mengecewakan banget,negative,short_vague,1
"Packaging jelek, kecewa",negative,short_vague,1
Kecewa dengan Design yang rusak,negative,short_vague,1
"Design rusak, zonk",negative,short_vague,1
Kecewa dengan Kualitas yang buruk,negative,short_vague,1
Produk cacat banget,negative,short_vague,1
Kualitas mengecewakan,negative,short_vague,1
Pengiriman parah banget,negative,short_vague,1
"Barang rusak, kecewa",negative,short_vague,1
Kecewa dengan Pengiriman yang disappointing,negative,short_vague,1
Pelayanan cacat banget,negative,short_vague,1
disappointing sekali Sellernya,negative,short_vague,1
jelek sekali Kualitasnya,negative,short_vague,1
Kecewa dengan Material yang parah,negative,short_vague,1
Barang disappointing,negative,short_vague,1
Pelayanan sangat parah,negative,short_vague,1
Kecewa dengan Material yang buruk,negative,short_vague,1
Material rusak,negative,short_vague,1
"Seller rusak, kecewa",negative,short_vague,1
Kecewa dengan Produk yang parah,negative,short_vague,1
Material sangat buruk,negative,short_vague,1
Pengiriman zonk,negative,short_vague,1
"Packaging disappointing, rugi",negative,short_vague,1
ga worth it sekali Sellernya,negative,short_vague,1
Seller sangat mengecewakan,negative,short_vague,1
Pengiriman sangat disappointing,negative,short_vague,1
Material sangat rusak,negative,short_vague,1
Design ga worth it,negative,short_vague,1
Pelayanan parah banget,negative,short_vague,1
Kecewa dengan Seller yang cacat,negative,short_vague,1
Material sangat disappointing,negative,short_vague,1
parah sekali Designnya,negative,short_vague,1
parah sekali Sellernya,negative,short_vague,1
Pelayanan terrible,negative,short_vague,1
Pelayanan jelek banget,negative,short_vague,1
"Pelayanan ga worth it, kecewa",negative,short_vague,1
Material buruk banget,negative,short_vague,1
Packaging sangat buruk,negative,short_vague,1
parah sekali Kualitasnya,negative,short_vague,1
Barang rusak,negative,short_vague,1
"Kualitas ga worth it, zonk",negative,short_vague,1
Packaging parah banget,negative,short_vague,1
Kecewa dengan Material yang cacat,negative,short_vague,1
Produk buruk,negative,short_vague,1
buruk sekali Designnya,negative,short_vague,1
Barang jelek banget,negative,short_vague,1
disappointing sekali Kualitasnya,negative,short_vague,1
Kecewa dengan Seller yang ga worth it,negative,short_vague,1
Kecewa dengan Produk yang disappointing,negative,short_vague,1
terrible sekali Sellernya,negative,short_vague,1
Kecewa dengan Packaging yang zonk,negative,short_vague,1
Kecewa dengan Barang yang terrible,negative,short_vague,1
Pelayanan ga worth it banget,negative,short_vague,1
Kecewa dengan Pelayanan yang cacat,negative,short_vague,1
"Seller terrible, kecewa",negative,short_vague,1
jelek sekali Packagingnya,negative,short_vague,1
Kualitas jelek banget,negative,short_vague,1
Seller cacat,negative,short_vague,1
"Pelayanan buruk, kecewa",negative,short_vague,1
disappointing sekali Materialnya,negative,short_vague,1
Seller terrible banget,negative,short_vague,1
"Design ga worth it, kecewa",negative,short_vague,1
Material parah banget,negative,short_vague,1
Produk disappointing banget,negative,short_vague,1
"Kualitas cacat, zonk",negative,short_vague,1
Packaging sangat terrible,negative,short_vague,1
"Produk cacat, kecewa",negative,short_vague,1
ga worth it sekali Pelayanannya,negative,short_vague,1
Material disappointing,negative,short_vague,1
Pengiriman sangat cacat,negative,short_vague,1
Pengiriman terrible banget,negative,short_vague,1
Kecewa dengan Produk yang mengecewakan,negative,short_vague,1
Kecewa dengan Design yang buruk,negative,short_vague,1
Produk sangat cacat,negative,short_vague,1
Kualitas buruk banget,negative,short_vague,1
rusak sekali Barangnya,negative,short_vague,1
Kualitas sangat cacat,negative,short_vague,1
Kecewa dengan Design yang parah,negative,short_vague,1
Material mengecewakan banget,negative,short_vague,1
ga worth it sekali Barangnya,negative,short_vague,1
"Packaging cacat, rugi",negative,short_vague,1
"Barang terrible, rugi",negative,short_vague,1
Pengiriman jelek banget,negative,short_vague,1
zonk sekali Kualitasnya,negative,short_vague,1
Design zonk banget,negative,short_vague,1
Kecewa dengan Design yang cacat,negative,short_vague,1
Pengiriman sangat buruk,negative,short_vague,1
Barang zonk banget,negative,short_vague,1
Kecewa dengan Produk yang buruk,negative,short_vague,1
mengecewakan sekali Sellernya,negative,short_vague,1
Design sangat rusak,negative,short_vague,1
Pelayanan buruk,negative,short_vague,1
"Packaging disappointing, kecewa",negative,short_vague,1
rusak sekali Packagingnya,negative,short_vague,1
Kecewa dengan Material yang ga worth it,negative,short_vague,1
"Pelayanan disappointing, kecewa",negative,short_vague,1
Material terrible banget,negative,short_vague,1
Material sangat jelek,negative,short_vague,1
"Seller jelek, zonk",negative,short_vague,1
rusak sekali Materialnya,negative,short_vague,1
Packaging ga worth it,negative,short_vague,1
Pengiriman sangat parah,negative,short_vague,1
Pelayanan buruk banget,negative,short_vague,1
mengecewakan sekali Barangnya,negative,short_vague,1
mengecewakan sekali Pelayanannya,negative,short_vague,1
Kecewa dengan Packaging yang mengecewakan,negative,short_vague,1
Pengiriman mengecewakan banget,negative,short_vague,1
buruk sekali Pelayanannya,negative,short_vague,1
Pengiriman disappointing,negative,short_vague,1
Kecewa dengan Produk yang rusak,negative,short_vague,1
"Material rusak, kecewa",negative,short_vague,1
cacat sekali Barangnya,negative,short_vague,1
Kecewa dengan Pengiriman yang terrible,negative,short_vague,1
Pelayanan sangat zonk,negative,short_vague,1
"Design terrible, zonk",negative,short_vague,1
"Design cacat, rugi",negative,short_vague,1
Barang sangat ga worth it,negative,short_vague,1
disappointing sekali Designnya,negative,short_vague,1
jelek sekali Designnya,negative,short_vague,1
Kecewa dengan Design yang terrible,negative,short_vague,1
"Pelayanan rusak, rugi",negative,short_vague,1
Pelayanan ga worth it,negative,short_vague,1
"Pelayanan buruk, zonk",negative,short_vague,1
"Pelayanan mengecewakan, zonk",negative,short_vague,1
jelek sekali Materialnya,negative,short_vague,1
Produk sangat mengecewakan,negative,short_vague,1
Barang parah,negative,short_vague,1
Seller rusak banget,negative,short_vague,1
Pelayanan sangat cacat,negative,short_vague,1
Pengiriman sangat mengecewakan,negative,short_vague,1
Produk jelek,negative,short_vague,1
zonk sekali Produknya,negative,short_vague,1
Kecewa dengan Kualitas yang terrible,negative,short_vague,1
Kecewa dengan Design yang ga worth it,negative,short_vague,1
Kecewa dengan Seller yang disappointing,negative,short_vague,1
Pengiriman sangat zonk,negative,short_vague,1
Pelayanan rusak banget,negative,short_vague,1
ga worth it sekali Packagingnya,negative,short_vague,1
Packaging terrible banget,negative,short_vague,1
Seller rusak,negative,short_vague,1
Pengiriman ga worth it banget,negative,short_vague,1
Pengiriman zonk banget,negative,short_vague,1
"Barang ga worth it, zonk",negative,short_vague,1
cacat sekali Designnya,negative,short_vague,1
"Pengiriman terrible, kecewa",negative,short_vague,1
"Pengiriman buruk, rugi",negative,short_vague,1
Kecewa dengan Barang yang ga worth it,negative,short_vague,1
Pengiriman terrible,negative,short_vague,1
"Produk parah, kecewa",negative,short_vague,1
zonk sekali Barangnya,negative,short_vague,1
Kecewa dengan Packaging yang disappointing,negative,short_vague,1
Kecewa dengan Barang yang rusak,negative,short_vague,1
disappointing sekali Barangnya,negative,short_vague,1
Design ga worth it banget,negative,short_vague,1
buruk sekali Barangnya,negative,short_vague,1
Seller sangat disappointing,negative,short_vague,1
Pelayanan terrible banget,negative,short_vague,1
"Packaging rusak, rugi",negative,short_vague,1
Packaging cacat banget,negative,short_vague,1
Pelayanan parah,negative,short_vague,1
parah sekali Materialnya,negative,short_vague,1
"Produk mengecewakan, zonk",negative,short_vague,1
"Produk terrible, kecewa",negative,short_vague,1
"Pengiriman jelek, zonk",negative,short_vague,1
Material sangat terrible,negative,short_vague,1
Produk buruk banget,negative,short_vague,1
parah sekali Pengirimannya,negative,short_vague,1
Material sangat cacat,negative,short_vague,1
Kecewa dengan Material yang terrible,negative,short_vague,1
Produk parah banget,negative,short_vague,1
Pengiriman sangat terrible,negative,short_vague,1
Kualitas ga worth it banget,negative,short_vague,1
"Barang terrible, kecewa",negative,short_vague,1
mengecewakan sekali Packagingnya,negative,short_vague,1
Pelayanan zonk,negative,short_vague,1
"Material zonk, zonk",negative,short_vague,1
Material sangat mengecewakan,negative,short_vague,1
Pelayanan sangat rusak,negative,short_vague,1
Kecewa dengan Barang yang jelek,negative,short_vague,1
Seller ga worth it,negative,short_vague,1
Seller parah banget,negative,short_vague,1
Kecewa dengan Packaging yang rusak,negative,short_vague,1
Seller buruk,negative,short_vague,1
Seller sangat zonk,negative,short_vague,1
Barang mengecewakan,negative,short_vague,1
Pengiriman sangat jelek,negative,short_vague,1
"Design zonk, rugi",negative,short_vague,1
Kecewa dengan Packaging yang ga worth it,negative,short_vague,1
"Barang buruk, kecewa",negative,short_vague,1
"Produk rusak, kecewa",negative,short_vague,1
Kualitas cacat,negative,short_vague,1
Barang zonk,negative,short_vague,1
Design disappointing banget,negative,short_vague,1
mengecewakan sekali Kualitasnya,negative,short_vague,1
Seller sangat ga worth it,negative,short_vague,1
"Seller jelek, kecewa",negative,short_vague,1
Design jelek banget,negative,short_vague,1
"Pengiriman rusak, rugi",negative,short_vague,1
Produk mengecewakan banget,negative,short_vague,1
Pengiriman disappointing banget,negative,short_vague,1
"Pelayanan jelek, zonk",negative,short_vague,1
Material ga worth it,negative,short_vague,1
Kecewa dengan Pengiriman yang mengecewakan,negative,short_vague,1
"Seller parah, zonk",negative,short_vague,1
Design sangat disappointing,negative,short_vague,1
Design rusak,negative,short_vague,1
Produk parah,negative,short_vague,1
"Design disappointing, zonk",negative,short_vague,1
"Pengiriman jelek, kecewa",negative,short_vague,1
Pelayanan mengecewakan,negative,short_vague,1
Kecewa dengan Barang yang cacat,negative,short_vague,1
Kecewa dengan Produk yang terrible,negative,short_vague,1
Barang parah banget,negative,short_vague,1
Kecewa dengan Pengiriman yang jelek,negative,short_vague,1
"Design ga worth it, rugi",negative,short_vague,1
Seller mengecewakan,negative,short_vague,1
Kualitas sangat jelek,negative,short_vague,1
Packaging sangat jelek,negative,short_vague,1
"Kualitas ga worth it, rugi",negative,short_vague,1
Kecewa dengan Pelayanan yang ga worth it,negative,short_vague,1
Kecewa dengan Pelayanan yang terrible,negative,short_vague,1
ga worth it sekali Designnya,negative,short_vague,1
jelek sekali Barangnya,negative,short_vague,1
buruk sekali Pengirimannya,negative,short_vague,1
Pelayanan zonk banget,negative,short_vague,1
Design sangat terrible,negative,short_vague,1
Seller buruk banget,negative,short_vague,1
"Pelayanan parah, zonk",negative,short_vague,1
Barang cacat banget,negative,short_vague,1
cacat sekali Materialnya,negative,short_vague,1
"Packaging mengecewakan, zonk",negative,short_vague,1
Kecewa dengan Pelayanan yang disappointing,negative,short_vague,1
"Seller disappointing, rugi",negative,short_vague,1
"Kualitas parah, rugi",negative,short_vague,1
zonk sekali Sellernya,negative,short_vague,1
Material buruk,negative,short_vague,1
"Design rusak, kecewa",negative,short_vague,1
Kecewa dengan Pengiriman yang rusak,negative,short_vague,1
Material terrible,negative,short_vague,1
Kecewa dengan Kualitas yang disappointing,negative,short_vague,1
Barang ga worth it,negative,short_vague,1
"Produk parah, rugi",negative,short_vague,1
Kualitas sangat ga worth it,negative,short_vague,1
Kecewa dengan Seller yang zonk,negative,short_vague,1
Barang disappointing banget,negative,short_vague,1
"Pelayanan terrible, zonk",negative,short_vague,1
Packaging buruk banget,negative,short_vague,1
Kecewa dengan Packaging yang parah,negative,short_vague,1
"Material terrible, rugi",negative,short_vague,1
"Seller disappointing, kecewa",negative,short_vague,1
Packaging rusak banget,negative,short_vague,1
Kualitas sangat disappointing,negative,short_vague,1
jelek sekali Produknya,negative,short_vague,1
"Pelayanan parah, kecewa",negative,short_vague,1
Produk sangat buruk,negative,short_vague,1
Pengiriman cacat banget,negative,short_vague,1
"Barang mengecewakan, rugi",negative,short_vague,1
Barang ga worth it banget,negative,short_vague,1
cacat sekali Kualitasnya,negative,short_vague,1
"Kualitas zonk, rugi",negative,short_vague,1
Seller jelek banget,negative,short_vague,1
"Produk disappointing, zonk",negative,short_vague,1
Pengiriman sangat ga worth it,negative,short_vague,1
cacat sekali Produknya,negative,short_vague,1
"Packaging cacat, zonk",negative,short_vague,1
Kecewa dengan Pelayanan yang buruk,negative,short_vague,1
Kecewa dengan Seller yang parah,negative,short_vague,1
Design cacat,negative,short_vague,1
"Design parah, zonk",negative,short_vague,1
Kecewa dengan Seller yang buruk,negative,short_vague,1
Kecewa dengan Kualitas yang mengecewakan,negative,short_vague,1
"Kualitas parah, zonk",negative,short_vague,1
Kecewa dengan Pengiriman yang parah,negative,short_vague,1
Pelayanan sangat jelek,negative,short_vague,1
mengecewakan sekali Pengirimannya,negative,short_vague,1
Barang terrible banget,negative,short_vague,1
"Design zonk, kecewa",negative,short_vague,1
cacat sekali Packagingnya,negative,short_vague,1
"Material mengecewakan, rugi",negative,short_vague,1
Seller sangat terrible,negative,short_vague,1
Pelayanan disappointing banget,negative,short_vague,1
Barang terrible,negative,short_vague,1
Barang sangat disappointing,negative,short_vague,1
buruk sekali Kualitasnya,negative,short_vague,1
rusak sekali Pengirimannya,negative,short_vague,1
Kualitas rusak,negative,short_vague,1
"Produk terrible, rugi",negative,short_vague,1
"Packaging terrible, kecewa",negative,short_vague,1
Kecewa dengan Design yang jelek,negative,short_vague,1
Pengiriman sangat rusak,negative,short_vague,1
Produk zonk banget,negative,short_vague,1
disappointing sekali Pengirimannya,negative,short_vague,1
Packaging sangat disappointing,negative,short_vague,1
Design mengecewakan,negative,short_vague,1
"Kualitas cacat, kecewa",negative,short_vague,1
"Kualitas ga worth it, kecewa",negative,short_vague,1
Material jelek,negative,short_vague,1
Design terrible,negative,short_vague,1
Produk ga worth it banget,negative,short_vague,1
Pelayanan jelek,negative,short_vague,1
buruk sekali Produknya,negative,short_vague,1
Produk sangat rusak,negative,short_vague,1
Pengiriman rusak,negative,short_vague,1
Pelayanan sangat terrible,negative,short_vague,1
"Pengiriman parah, zonk",negative,short_vague,1
Kualitas ga worth it,negative,short_vague,1
"Design mengecewakan, zonk",negative,short_vague,1
cacat sekali Sellernya,negative,short_vague,1
Packaging sangat parah,negative,short_vague,1
Packaging terrible,negative,short_vague,1
"Barang cacat, zonk",negative,short_vague,1
Pengiriman jelek,negative,short_vague,1
Produk disappointing,negative,short_vague,1
Kualitas sangat zonk,negative,short_vague,1
"Pengiriman mengecewakan, kecewa",negative,short_vague,1
"Design jelek, rugi",negative,short_vague,1
"Design ga worth it, zonk",negative,short_vague,1
Design sangat parah,negative,short_vague,1
parah sekali Pelayanannya,negative,short_vague,1
Kecewa dengan Pelayanan yang jelek,negative,short_vague,1
Material mengecewakan,negative,short_vague,1
Material zonk,negative,short_vague,1
terrible sekali Packagingnya,negative,short_vague,1
Kecewa dengan Packaging yang terrible,negative,short_vague,1
Material ga worth it banget,negative,short_vague,1
Kecewa dengan Kualitas yang parah,negative,short_vague,1
"Material zonk, rugi",negative,short_vague,1
Produk mengecewakan,negative,short_vague,1
"Packaging terrible, rugi",negative,short_vague,1
"Seller mengecewakan, kecewa",negative,short_vague,1
mengecewakan sekali Produknya,negative,short_vague,1
"Seller mengecewakan, rugi",negative,short_vague,1
"Kualitas terrible, kecewa",negative,short_vague,1
cacat sekali Pelayanannya,negative,short_vague,1
Material zonk banget,negative,short_vague,1
"Design cacat, zonk",negative,short_vague,1
jelek sekali Pengirimannya,negative,short_vague,1
Material cacat,negative,short_vague,1
"Pengiriman zonk, kecewa",negative,short_vague,1
"Packaging mengecewakan, rugi",negative,short_vague,1
terrible sekali Pengirimannya,negative,short_vague,1
Design mengecewakan banget,negative,short_vague,1
"Barang parah, zonk",negative,short_vague,1
Packaging sangat mengecewakan,negative,short_vague,1
Packaging buruk,negative,short_vague,1
ga worth it sekali Materialnya,negative,short_vague,1
Produk cacat,negative,short_vague,1
"Material jelek, zonk",negative,short_vague,1
Packaging parah,negative,short_vague,1
"Pelayanan terrible, rugi",negative,short_vague,1
Design buruk banget,negative,short_vague,1
Kecewa dengan Barang yang disappointing,negative,short_vague,1
Barang buruk banget,negative,short_vague,1
Barang cacat,negative,short_vague,1
Pengiriman buruk,negative,short_vague,1
Kecewa dengan Pengiriman yang ga worth it,negative,short_vague,1
Kecewa dengan Design yang mengecewakan,negative,short_vague,1
Seller sangat parah,negative,short_vague,1
ga worth it sekali Kualitasnya,negative,short_vague,1
Pelayanan cacat,negative,short_vague,1
"Kualitas buruk, kecewa",negative,short_vague,1
Seller mengecewakan banget,negative,short_vague,1
jelek sekali Pelayanannya,negative,short_vague,1
"Material buruk, zonk",negative,short_vague,1
Produk rusak,negative,short_vague,1
Kecewa dengan Design yang zonk,negative,short_vague,1
buruk sekali Sellernya,negative,short_vague,1
"Seller zonk, rugi",negative,short_vague,1
"Pengiriman mengecewakan, rugi",negative,short_vague,1
"Kualitas disappointing, zonk",negative,short_vague,1
jelek sekali Sellernya,negative,short_vague,1
Produk sangat jelek,negative,short_vague,1
Kecewa dengan Seller yang terrible,negative,short_vague,1
"Produk zonk, rugi",negative,short_vague,1
Seller sangat jelek,negative,short_vague,1
"Pelayanan cacat, rugi",negative,short_vague,1
"Design zonk, zonk",negative,short_vague,1
Design sangat mengecewakan,negative,short_vague,1
Design sangat cacat,negative,short_vague,1
Kecewa dengan Material yang jelek,negative,short_vague,1
"Pelayanan buruk, rugi",negative,short_vague,1
Material jelek banget,negative,short_vague,1
Barang buruk,negative,short_vague,1
"Produk mengecewakan, kecewa",negative,short_vague,1
"Material disappointing, zonk",negative,short_vague,1
Kualitas rusak banget,negative,short_vague,1
"Seller parah, kecewa",negative,short_vague,1
"Material parah, kecewa",negative,short_vague,1
"Produk cacat, zonk",negative,short_vague,1
Kecewa dengan Packaging yang jelek,negative,short_vague,1
"Kualitas parah, kecewa",negative,short_vague,1
Pengiriman buruk banget,negative,short_vague,1
Produk zonk,negative,short_vague,1
"Material zonk, kecewa",negative,short_vague,1
Seller sangat buruk,negative,short_vague,1
Kecewa dengan Pengiriman yang buruk,negative,short_vague,1
"Produk zonk, zonk",negative,short_vague,1
"Packaging cacat, kecewa",negative,short_vague,1
"Design jelek, zonk",negative,short_vague,1
disappointing sekali Packagingnya,negative,short_vague,1
parah sekali Produknya,negative,short_vague,1
"Packaging ga worth it, zonk",negative,short_vague,1
"Kualitas rusak, rugi",negative,short_vague,1
terrible sekali Produknya,negative,short_vague,1
Seller terrible,negative,short_vague,1
Packaging sangat cacat,negative,short_vague,1
"Produk terrible, zonk",negative,short_vague,1
Pengiriman parah,negative,short_vague,1
Pelayanan rusak,negative,short_vague,1
"Seller terrible, rugi",negative,short_vague,1
Design rusak banget,negative,short_vague,1
Material parah,negative,short_vague,1
Barang sangat terrible,negative,short_vague,1
"Pelayanan cacat, zonk",negative,short_vague,1
"Pengiriman cacat, zonk",negative,short_vague,1
"Packaging ga worth it, kecewa",negative,short_vague,1
Kecewa dengan Seller yang mengecewakan,negative,short_vague,1
Kualitas terrible banget,negative,short_vague,1
disappointing sekali Pelayanannya,negative,short_vague,1
Design parah banget,negative,short_vague,1
"Pengiriman ga worth it, kecewa",negative,short_vague,1
Pelayanan sangat mengecewakan,negative,short_vague,1
Kecewa dengan Produk yang jelek,negative,short_vague,1
Kualitas sangat mengecewakan,negative,short_vague,1
Packaging ga worth it banget,negative,short_vague,1
Material sangat parah,negative,short_vague,1
"Pelayanan rusak, kecewa",negative,short_vague,1
Produk terrible banget,negative,short_vague,1
buruk sekali Materialnya,negative,short_vague,1
"Material cacat, zonk",negative,short_vague,1
Seller sangat rusak,negative,short_vague,1
parah sekali Packagingnya,negative,short_vague,1
"Pengiriman parah, rugi",negative,short_vague,1
Kecewa dengan Barang yang zonk,negative,short_vague,1
"Material ga worth it, zonk",negative,short_vague,1
"Pelayanan ga worth it, rugi",negative,short_vague,1
"Design disappointing, rugi",negative,short_vague,1
"Seller buruk, rugi",negative,short_vague,1
"Packaging rusak, zonk",negative,short_vague,1
Kecewa dengan Pelayanan yang parah,negative,short_vague,1
Kecewa dengan Packaging yang buruk,negative,short_vague,1
"Material cacat, rugi",negative,short_vague,1
Kualitas disappointing banget,negative,short_vague,1
Design zonk,negative,short_vague,1
Design sangat buruk,negative,short_vague,1
Design terrible banget,negative,short_vague,1
Seller parah,negative,short_vague,1
Kualitas zonk,negative,short_vague,1
"Design mengecewakan, kecewa",negative,short_vague,1
Kecewa dengan Pelayanan yang zonk,negative,short_vague,1
Produk sangat terrible,negative,short_vague,1
zonk sekali Pengirimannya,negative,short_vague,1
"Barang disappointing, rugi",negative,short_vague,1
"Pelayanan zonk, kecewa",negative,short_vague,1
"Pengiriman ga worth it, rugi",negative,short_vague,1
Kecewa dengan Design yang disappointing,negative,short_vague,1
Pelayanan disappointing,negative,short_vague,1
terrible sekali Barangnya,negative,short_vague,1
Kecewa dengan Material yang mengecewakan,negative,short_vague,1
Kecewa dengan Barang yang parah,negative,short_vague,1
Kecewa dengan Material yang disappointing,negative,short_vague,1
Pelayanan sangat disappointing,negative,short_vague,1
mengecewakan sekali Designnya,negative,short_vague,1
"Barang rusak, zonk",negative,short_vague,1
"Produk mengecewakan, rugi",negative,short_vague,1
"Packaging terrible, zonk",negative,short_vague,1
"Seller parah, rugi",negative,short_vague,1
"Kualitas jelek, kecewa",negative,short_vague,1
"Material ga worth it, kecewa",negative,short_vague,1
"Material disappointing, rugi",negative,short_vague,1
Produk ga worth it,negative,short_vague,1
"Seller jelek, rugi",negative,short_vague,1
Seller disappointing,negative,short_vague,1
"Material parah, zonk",negative,short_vague,1
Packaging biasa lah,neutral,ambiguous,3
Produk biasa sih,neutral,ambiguous,3
Ya cukup aja,neutral,ambiguous,3
Barang biasa,neutral,ambiguous,3
lumayan aja,neutral,ambiguous,3
Design biasa aja,neutral,ambiguous,3
Produk fair aja,neutral,ambiguous,3
so-so aja,neutral,ambiguous,3
memadai sih,neutral,ambiguous,3
standar sih,neutral,ambiguous,3
Material normal aja,neutral,ambiguous,3
Ya oke sih,neutral,ambiguous,3
Design biasa lah,neutral,ambiguous,3
Pengiriman cukup sih,neutral,ambiguous,3
Pelayanan standar sih,neutral,ambiguous,3
oke sih,neutral,ambiguous,3
lumayan sih,neutral,ambiguous,3
Ya fair lah,neutral,ambiguous,3
Ya oke lah,neutral,ambiguous,3
Seller acceptable,neutral,ambiguous,3
Kualitas fair,neutral,ambiguous,3
acceptable aja,neutral,ambiguous,3
Material cukup,neutral,ambiguous,3
Material acceptable,neutral,ambiguous,3
Material biasa aja,neutral,ambiguous,3
Material so-so,neutral,ambiguous,3
Produk standar aja,neutral,ambiguous,3
Ya cukup sih,neutral,ambiguous,3
Seller biasa sih,neutral,ambiguous,3
Pengiriman biasa lah,neutral,ambiguous,3
Ya acceptable lah,neutral,ambiguous,3
Seller memadai lah,neutral,ambiguous,3
Kualitas biasa aja,neutral,ambiguous,3
Barang standar aja,neutral,ambiguous,3
memadai aja,neutral,ambiguous,3
Seller memadai aja,neutral,ambiguous,3
Pengiriman normal,neutral,ambiguous,3
oke aja,neutral,ambiguous,3
Kualitas biasa sih,neutral,ambiguous,3
Seller cukup,neutral,ambiguous,3
Design cukup aja,neutral,ambiguous,3
Produk lumayan aja,neutral,ambiguous,3
Ya memadai lah,neutral,ambiguous,3
Pelayanan biasa,neutral,ambiguous,3
Ya lumayan sih,neutral,ambiguous,3
standar aja,neutral,ambiguous,3
Ya so-so sih,neutral,ambiguous,3
biasa aja,neutral,ambiguous,3
Packaging memadai,neutral,ambiguous,3
Pelayanan biasa lah,neutral,ambiguous,3
Produk standar sih,neutral,ambiguous,3
Packaging cukup sih,neutral,ambiguous,3
Pelayanan biasa sih,neutral,ambiguous,3
biasa sih,neutral,ambiguous,3
Seller oke,neutral,ambiguous,3
Ya acceptable sih,neutral,ambiguous,3
Ya standar lah,neutral,ambiguous,3
Seller acceptable aja,neutral,ambiguous,3
Kualitas so-so lah,neutral,ambiguous,3
Design normal,neutral,ambiguous,3
Barang biasa lah,neutral,ambiguous,3
Pengiriman acceptable,neutral,ambiguous,3
Ya so-so aja,neutral,ambiguous,3
Design standar sih,neutral,ambiguous,3
Produk biasa lah,neutral,ambiguous,3
cukup sih,neutral,ambiguous,3
Pelayanan normal sih,neutral,ambiguous,3
Seller oke aja,neutral,ambiguous,3
so-so lah,neutral,ambiguous,3
Seller fair,neutral,ambiguous,3
Pelayanan standar,neutral,ambiguous,3
Seller biasa lah,neutral,ambiguous,3
Pengiriman lumayan,neutral,ambiguous,3
Pengiriman cukup,neutral,ambiguous,3
acceptable sih,neutral,ambiguous,3
Ya normal sih,neutral,ambiguous,3
Ya memadai sih,neutral,ambiguous,3
Pengiriman biasa aja,neutral,ambiguous,3
Pelayanan cukup aja,neutral,ambiguous,3
Kualitas normal,neutral,ambiguous,3
Ya biasa lah,neutral,ambiguous,3
cukup aja,neutral,ambiguous,3
fair aja,neutral,ambiguous,3
Material cukup lah,neutral,ambiguous,3
Material memadai,neutral,ambiguous,3
Design memadai,neutral,ambiguous,3
Seller lumayan,neutral,ambiguous,3
Pelayanan memadai sih,neutral,ambiguous,3
Kualitas biasa lah,neutral,ambiguous,3
Design standar aja,neutral,ambiguous,3
Barang memadai lah,neutral,ambiguous,3
Material biasa lah,neutral,ambiguous,3
Packaging biasa sih,neutral,ambiguous,3
normal aja,neutral,ambiguous,3
Seller biasa aja,neutral,ambiguous,3
Kualitas so-so,neutral,ambiguous,3
Design biasa,neutral,ambiguous,3
Pelayanan biasa aja,neutral,ambiguous,3
Barang cukup aja,neutral,ambiguous,3
Seller cukup lah,neutral,ambiguous,3
Produk lumayan sih,neutral,ambiguous,3
Material normal,neutral,ambiguous,3
Packaging biasa,neutral,ambiguous,3
Material standar,neutral,ambiguous,3
Packaging fair aja,neutral,ambiguous,3
Pengiriman memadai,neutral,ambiguous,3
so-so sih,neutral,ambiguous,3
Packaging memadai aja,neutral,ambiguous,3
Design cukup,neutral,ambiguous,3
Pengiriman biasa,neutral,ambiguous,3
Design fair lah,neutral,ambiguous,3
Pelayanan cukup lah,neutral,ambiguous,3
Material memadai aja,neutral,ambiguous,3
Produk oke sih,neutral,ambiguous,3
Produk fair sih,neutral,ambiguous,3
Pengiriman acceptable sih,neutral,ambiguous,3
Pelayanan oke aja,neutral,ambiguous,3
Ya so-so lah,neutral,ambiguous,3
Barang cukup,neutral,ambiguous,3
Design memadai aja,neutral,ambiguous,3
